1979-01-01	50.59
1979-01-02	50.38
1979-01-03	50.69
1979-01-04	51.73
1979-01-05	49.72
1979-01-06	53.15
1979-01-07	57.06
1979-01-08	57.32
1979-01-09	53.45
1979-01-10	53.31
1979-01-11	51.50
1979-01-12	52.51
1979-01-13	54.40
1979-01-14	57.70
1979-01-15	56.48
1979-01-16	53.28
1979-01-17	50.79
1979-01-18	46.66
1979-01-19	43.53
1979-01-20	35.61
1979-01-21	34.61
1979-01-22	31.13
1979-01-23	24.92
1979-01-24	17.04
1979-01-25	12.25
1979-01-26	9.94
1979-01-27	16.58
1979-01-28	16.11
1979-01-29	23.11
1979-01-30	36.86
1979-01-31	33.29
1979-02-01	29.77
1979-02-02	29.60
1979-02-03	27.63
1979-02-04	26.86
1979-02-05	29.00
1979-02-06	30.52
1979-02-07	27.79
1979-02-08	25.15
1979-02-09	25.86
1979-02-10	27.47
1979-02-11	26.34
1979-02-12	23.78
1979-02-13	21.52
1979-02-14	23.10
1979-02-15	26.76
1979-02-16	26.74
1979-02-17	24.92
1979-02-18	21.99
1979-02-19	17.79
1979-02-20	13.36
1979-02-21	4.02
1979-02-22	-5.42
1979-02-23	-9.07
1979-02-24	-6.95
1979-02-25	-7.39
1979-02-26	-9.64
1979-02-27	-16.38
1979-02-28	-9.91
1979-03-01	-2.57
1979-03-02	6.97
1979-03-03	7.35
1979-03-04	7.05
1979-03-05	8.65
1979-03-06	7.62
1979-03-07	8.50
1979-03-08	5.68
1979-03-09	2.38
1979-03-10	1.93
1979-03-11	2.59
1979-03-12	3.67
1979-03-13	2.03
1979-03-14	1.89
1979-03-15	2.05
1979-03-16	5.69
1979-03-17	5.43
1979-03-18	6.63
1979-03-19	8.02
1979-03-20	8.39
1979-03-21	8.15
1979-03-22	7.67
1979-03-23	7.65
1979-03-24	6.79
1979-03-25	7.42
1979-03-26	6.90
1979-03-27	6.36
1979-03-28	5.09
1979-03-29	5.09
1979-03-30	5.55
1979-03-31	5.79
1979-04-01	7.25
1979-04-02	6.62
1979-04-03	5.22
1979-04-04	4.36
1979-04-05	2.62
1979-04-06	2.30
1979-04-07	1.47
1979-04-08	0.40
1979-04-09	-1.81
1979-04-10	-2.98
1979-04-11	-3.83
1979-04-12	-2.75
1979-04-13	-3.19
1979-04-14	-3.14
1979-04-15	-2.50
1979-04-16	-1.88
1979-04-17	-1.28
1979-04-18	-0.99
1979-04-19	0.46
1979-04-20	0.08
1979-04-21	1.09
1979-04-22	2.16
1979-04-23	2.68
1979-04-24	1.58
1979-04-25	1.39
1979-04-26	1.59
1979-04-27	0.98
1979-04-28	0.48
1979-04-29	-0.51
1979-04-30	-1.06
1979-05-01	-0.68
1979-05-02	-1.50
1979-05-03	-1.51
1979-05-04	-2.19
1979-05-05	-2.28
1979-05-06	-2.19
1979-05-07	-1.93
1979-05-08	-3.17
1979-05-09	-3.52
1979-05-10	-2.58
1979-05-11	-2.55
1979-05-12	-3.68
1979-05-13	-2.89
1979-05-14	-3.20
1979-05-15	-2.69
1979-05-16	-3.74
1979-05-17	-4.48
1979-05-18	-4.46
1979-05-19	-4.03
1979-05-20	-5.29
1979-05-21	-4.95
1979-05-22	-4.89
1979-05-23	-4.68
1979-05-24	-5.48
1979-05-25	-6.18
1979-05-26	-6.69
1979-05-27	-7.01
1979-05-28	-7.55
1979-05-29	-8.89
1979-05-30	-8.79
1979-05-31	-9.27
1979-06-01	-8.46
1979-06-02	-7.88
1979-06-03	-8.72
1979-06-04	-9.05
1979-06-05	-8.63
1979-06-06	-9.83
1979-06-07	-9.81
1979-06-08	-10.30
1979-06-09	-9.44
1979-06-10	-8.80
1979-06-11	-9.01
1979-06-12	-9.32
1979-06-13	-9.05
1979-06-14	-9.70
1979-06-15	-9.44
1979-06-16	-9.08
1979-06-17	-9.31
1979-06-18	-9.17
1979-06-19	-10.07
1979-06-20	-10.91
1979-06-21	-10.80
1979-06-22	-10.74
1979-06-23	-10.28
1979-06-24	-10.45
1979-06-25	-10.84
1979-06-26	-11.00
1979-06-27	-11.04
1979-06-28	-11.01
1979-06-29	-9.88
1979-06-30	-10.50
1979-07-01	-11.28
1979-07-02	-11.87
1979-07-03	-11.21
1979-07-04	-11.09
1979-07-05	-10.86
1979-07-06	-11.31
1979-07-07	-11.93
1979-07-08	-11.71
1979-07-09	-11.43
1979-07-10	-11.44
1979-07-11	-10.75
1979-07-12	-11.28
1979-07-13	-11.15
1979-07-14	-11.39
1979-07-15	-11.89
1979-07-16	-11.43
1979-07-17	-10.43
1979-07-18	-10.17
1979-07-19	-9.99
1979-07-20	-9.92
1979-07-21	-9.82
1979-07-22	-10.12
1979-07-23	-9.23
1979-07-24	-9.36
1979-07-25	-9.10
1979-07-26	-9.00
1979-07-27	-8.10
1979-07-28	-8.18
1979-07-29	-8.27
1979-07-30	-7.89
1979-07-31	-7.46
1979-08-01	-6.56
1979-08-02	-5.78
1979-08-03	-6.43
1979-08-04	-6.65
1979-08-05	-6.07
1979-08-06	-5.95
1979-08-07	-5.72
1979-08-08	-6.07
1979-08-09	-5.72
1979-08-10	-5.67
1979-08-11	-5.74
1979-08-12	-5.80
1979-08-13	-5.72
1979-08-14	-4.45
1979-08-15	-4.62
1979-08-16	-4.72
1979-08-17	-4.88
1979-08-18	-4.30
1979-08-19	-3.97
1979-08-20	-3.44
1979-08-21	-2.52
1979-08-22	-2.70
1979-08-23	-2.65
1979-08-24	-2.91
1979-08-25	-3.29
1979-08-26	-2.79
1979-08-27	-1.55
1979-08-28	-1.45
1979-08-29	-1.54
1979-08-30	-0.36
1979-08-31	0.41
1979-09-01	1.13
1979-09-02	1.67
1979-09-03	2.29
1979-09-04	2.28
1979-09-05	2.08
1979-09-06	2.89
1979-09-07	3.47
1979-09-08	4.37
1979-09-09	4.53
1979-09-10	5.41
1979-09-11	6.51
1979-09-12	6.65
1979-09-13	6.88
1979-09-14	7.59
1979-09-15	8.10
1979-09-16	8.55
1979-09-17	9.40
1979-09-18	10.11
1979-09-19	10.21
1979-09-20	9.89
1979-09-21	10.40
1979-09-22	11.32
1979-09-23	11.15
1979-09-24	10.97
1979-09-25	10.60
1979-09-26	10.78
1979-09-27	9.61
1979-09-28	10.28
1979-09-29	10.97
1979-09-30	11.76
1979-10-01	12.23
1979-10-02	12.99
1979-10-03	13.72
1979-10-04	14.75
1979-10-05	16.24
1979-10-06	17.61
1979-10-07	18.62
1979-10-08	17.73
1979-10-09	17.67
1979-10-10	17.44
1979-10-11	16.63
1979-10-12	16.70
1979-10-13	17.06
1979-10-14	17.13
1979-10-15	16.35
1979-10-16	15.21
1979-10-17	15.89
1979-10-18	16.65
1979-10-19	16.77
1979-10-20	18.00
1979-10-21	19.21
1979-10-22	19.50
1979-10-23	19.47
1979-10-24	20.19
1979-10-25	20.97
1979-10-26	21.09
1979-10-27	20.06
1979-10-28	19.86
1979-10-29	20.05
1979-10-30	20.71
1979-10-31	20.98
1979-11-01	20.35
1979-11-02	20.57
1979-11-03	20.32
1979-11-04	18.49
1979-11-05	17.04
1979-11-06	17.74
1979-11-07	17.78
1979-11-08	18.13
1979-11-09	17.86
1979-11-10	18.17
1979-11-11	17.74
1979-11-12	18.98
1979-11-13	21.51
1979-11-14	23.26
1979-11-15	26.98
1979-11-16	28.65
1979-11-17	28.15
1979-11-18	29.40
1979-11-19	29.81
1979-11-20	26.02
1979-11-21	22.46
1979-11-22	18.49
1979-11-23	15.73
1979-11-24	13.52
1979-11-25	8.66
1979-11-26	7.45
1979-11-27	6.13
1979-11-28	8.66
1979-11-29	10.47
1979-11-30	12.70
1979-12-01	14.70
1979-12-02	16.39
1979-12-03	14.63
1979-12-04	15.42
1979-12-05	17.48
1979-12-06	19.92
1979-12-07	21.52
1979-12-08	24.65
1979-12-09	28.90
1979-12-10	33.15
1979-12-11	35.19
1979-12-12	32.85
1979-12-13	33.78
1979-12-14	30.55
1979-12-15	28.63
1979-12-16	29.44
1979-12-17	31.18
1979-12-18	35.29
1979-12-19	36.00
1979-12-20	37.01
1979-12-21	40.41
1979-12-22	42.75
1979-12-23	43.12
1979-12-24	41.94
1979-12-25	42.70
1979-12-26	40.88
1979-12-27	39.46
1979-12-28	40.34
1979-12-29	36.90
1979-12-30	35.41
1979-12-31	35.65
1980-01-01	34.73
1980-01-02	38.76
1980-01-03	39.60
1980-01-04	41.43
1980-01-05	39.65
1980-01-06	37.91
1980-01-07	32.37
1980-01-08	33.51
1980-01-09	35.50
1980-01-10	39.28
1980-01-11	42.57
1980-01-12	44.14
1980-01-13	44.05
1980-01-14	49.95
1980-01-15	54.15
1980-01-16	55.56
1980-01-17	57.01
1980-01-18	57.68
1980-01-19	56.50
1980-01-20	56.95
1980-01-21	54.19
1980-01-22	52.05
1980-01-23	45.74
1980-01-24	44.47
1980-01-25	39.65
1980-01-26	36.35
1980-01-27	35.05
1980-01-28	33.92
1980-01-29	33.66
1980-01-30	37.01
1980-01-31	38.89
1980-02-01	40.95
1980-02-02	43.42
1980-02-03	45.47
1980-02-04	48.81
1980-02-05	51.48
1980-02-06	53.10
1980-02-07	55.61
1980-02-08	57.25
1980-02-09	55.92
1980-02-10	49.78
1980-02-11	41.89
1980-02-12	35.56
1980-02-13	32.91
1980-02-14	29.92
1980-02-15	28.57
1980-02-16	31.06
1980-02-17	30.59
1980-02-18	30.30
1980-02-19	31.52
1980-02-20	25.51
1980-02-21	27.84
1980-02-22	27.24
1980-02-23	25.40
1980-02-24	20.23
1980-02-25	19.57
1980-02-26	18.42
1980-02-27	12.94
1980-02-28	3.07
1980-02-29	-4.40
1980-03-01	-9.16
1980-03-02	-2.95
1980-03-03	3.66
1980-03-04	8.41
1980-03-05	11.71
1980-03-06	8.04
1980-03-07	5.42
1980-03-08	6.76
1980-03-09	6.54
1980-03-10	6.68
1980-03-11	7.16
1980-03-12	6.67
1980-03-13	6.06
1980-03-14	5.98
1980-03-15	3.53
1980-03-16	0.60
1980-03-17	-3.82
1980-03-18	-6.09
1980-03-19	-6.67
1980-03-20	-5.62
1980-03-21	-4.60
1980-03-22	-3.13
1980-03-23	-1.56
1980-03-24	0.42
1980-03-25	-1.00
1980-03-26	2.29
1980-03-27	0.78
1980-03-28	1.89
1980-03-29	3.16
1980-03-30	3.18
1980-03-31	4.11
1980-04-01	4.74
1980-04-02	7.46
1980-04-03	8.04
1980-04-04	7.67
1980-04-05	6.01
1980-04-06	3.04
1980-04-07	-1.07
1980-04-08	-3.68
1980-04-09	-3.20
1980-04-10	-2.00
1980-04-11	-1.97
1980-04-12	-3.29
1980-04-13	-2.77
1980-04-14	-2.54
1980-04-15	-2.58
1980-04-16	-1.77
1980-04-17	-3.05
1980-04-18	-4.23
1980-04-19	-4.41
1980-04-20	-3.44
1980-04-21	-2.71
1980-04-22	-2.26
1980-04-23	-2.61
1980-04-24	-3.24
1980-04-25	-3.41
1980-04-26	-4.43
1980-04-27	-4.50
1980-04-28	-5.79
1980-04-29	-6.07
1980-04-30	-5.76
1980-05-01	-6.02
1980-05-02	-6.23
1980-05-03	-6.47
1980-05-04	-6.13
1980-05-05	-6.03
1980-05-06	-5.96
1980-05-07	-5.70
1980-05-08	-6.27
1980-05-09	-6.77
1980-05-10	-6.48
1980-05-11	-6.07
1980-05-12	-6.19
1980-05-13	-6.81
1980-05-14	-6.65
1980-05-15	-6.51
1980-05-16	-6.88
1980-05-17	-7.35
1980-05-18	-6.71
1980-05-19	-7.40
1980-05-20	-7.59
1980-05-21	-7.89
1980-05-22	-7.39
1980-05-23	-8.38
1980-05-24	-9.22
1980-05-25	-9.33
1980-05-26	-9.43
1980-05-27	-10.50
1980-05-28	-10.31
1980-05-29	-10.69
1980-05-30	-10.57
1980-05-31	-10.17
1980-06-01	-9.87
1980-06-02	-9.84
1980-06-03	-11.08
1980-06-04	-10.99
1980-06-05	-11.26
1980-06-06	-11.21
1980-06-07	-10.91
1980-06-08	-10.45
1980-06-09	-10.73
1980-06-10	-10.80
1980-06-11	-10.90
1980-06-12	-10.74
1980-06-13	-11.68
1980-06-14	-11.80
1980-06-15	-11.50
1980-06-16	-11.43
1980-06-17	-12.15
1980-06-18	-12.11
1980-06-19	-11.52
1980-06-20	-11.46
1980-06-21	-11.92
1980-06-22	-10.86
1980-06-23	-11.03
1980-06-24	-10.84
1980-06-25	-11.68
1980-06-26	-11.80
1980-06-27	-11.52
1980-06-28	-12.17
1980-06-29	-12.13
1980-06-30	-12.34
1980-07-01	-11.73
1980-07-02	-11.91
1980-07-03	-11.73
1980-07-04	-12.03
1980-07-05	-11.63
1980-07-06	-10.87
1980-07-07	-10.91
1980-07-08	-10.98
1980-07-09	-10.93
1980-07-10	-10.80
1980-07-11	-10.55
1980-07-12	-10.45
1980-07-13	-9.83
1980-07-14	-10.83
1980-07-15	-10.18
1980-07-16	-9.90
1980-07-17	-9.48
1980-07-18	-9.13
1980-07-19	-9.32
1980-07-20	-9.46
1980-07-21	-9.01
1980-07-22	-8.33
1980-07-23	-8.45
1980-07-24	-8.28
1980-07-25	-8.52
1980-07-26	-8.44
1980-07-27	-8.53
1980-07-28	-7.99
1980-07-29	-7.51
1980-07-30	-7.70
1980-07-31	-7.36
1980-08-01	-6.43
1980-08-02	-6.67
1980-08-03	-5.82
1980-08-04	-5.83
1980-08-05	-6.35
1980-08-06	-5.80
1980-08-07	-5.38
1980-08-08	-5.40
1980-08-09	-5.66
1980-08-10	-5.30
1980-08-11	-5.60
1980-08-12	-5.14
1980-08-13	-4.65
1980-08-14	-4.67
1980-08-15	-4.24
1980-08-16	-3.99
1980-08-17	-3.68
1980-08-18	-3.04
1980-08-19	-3.01
1980-08-20	-2.14
1980-08-21	-1.80
1980-08-22	-1.90
1980-08-23	-1.77
1980-08-24	-1.69
1980-08-25	-0.64
1980-08-26	0.10
